ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa05231	Choline metabolism in cancer	2/232	98/8465	7.55E-01	0.915138326	0.798065309	8527/5156	2
hsa04640	Hematopoietic cell lineage	2/232	99/8465	7.60E-01	0.917124122	0.799797064	3673/960	2
hsa05022	Pathways of neurodegeneration - multiple diseases	11/232	476/8465	7.63E-01	0.917296231	0.799947155	25981/23130/1351/7481/8322/7417/7846/2877/2081/4843/7311	11
hsa05014	Amyotrophic lateral sclerosis	8/232	364/8465	7.87E-01	0.935998119	0.816256523	25981/100101267/23130/1351/7846/2877/2081/4843	8
hsa05130	Pathogenic Escherichia coli infection	4/232	197/8465	7.94E-01	0.935998119	0.816256523	3576/257397/3606/7846	4
hsa04080	Neuroactive ligand-receptor interaction	8/232	367/8465	7.95E-01	0.935998119	0.816256523	1901/2690/148/66004/5646/2642/1137/718	8
hsa01240	Biosynthesis of cofactors	3/232	153/8465	7.96E-01	0.935998119	0.816256523	8564/219/1728	3
hsa00480	Glutathione metabolism	1/232	57/8465	7.96E-01	0.935998119	0.816256523	2877	1
hsa00240	Pyrimidine metabolism	1/232	58/8465	8.02E-01	0.9385912	0.818517873	4907	1
hsa04370	VEGF signaling pathway	1/232	59/8465	8.07E-01	0.940981824	0.820602666	4773	1
hsa04217	Necroptosis	3/232	159/8465	8.16E-01	0.945430074	0.824481855	7128/7417/27243	3
hsa00140	Steroid hormone biosynthesis	1/232	62/8465	8.23E-01	0.945430074	0.824481855	1581	1
hsa04144	Endocytosis	5/232	251/8465	8.24E-01	0.945430074	0.824481855	9922/5156/2261/3949/27243	5
hsa04670	Leukocyte transendothelial migration	2/232	114/8465	8.25E-01	0.945430074	0.824481855	2185/3383	2
hsa04929	GnRH secretion	1/232	64/8465	8.32E-01	0.950151288	0.828599087	8912	1
hsa04722	Neurotrophin signaling pathway	2/232	119/8465	8.43E-01	0.957888437	0.835346428	2309/10019	2
hsa04530	Tight junction	3/232	169/8465	8.47E-01	0.959275234	0.836555813	51421/595/7846	3
hsa05012	Parkinson disease	5/232	266/8465	8.60E-01	0.966643269	0.84298126	1351/7417/7846/2081/7311	5
hsa00562	Inositol phosphate metabolism	1/232	73/8465	8.70E-01	0.966643269	0.84298126	9651	1
hsa04380	Osteoclast differentiation	2/232	128/8465	8.71E-01	0.966643269	0.84298126	4773/2354	2
hsa05020	Prion disease	5/232	273/8465	8.74E-01	0.966643269	0.84298126	1958/4851/1351/7417/7846	5
hsa01230	Biosynthesis of amino acids	1/232	75/8465	8.77E-01	0.966643269	0.84298126	1373	1
hsa04623	Cytosolic DNA-sensing pathway	1/232	75/8465	8.77E-01	0.966643269	0.84298126	3606	1
hsa04142	Lysosome	2/232	132/8465	8.82E-01	0.966643269	0.84298126	1514/20	2
hsa04612	Antigen processing and presentation	1/232	78/8465	8.87E-01	0.966643269	0.84298126	1514	1
hsa04721	Synaptic vesicle cycle	1/232	78/8465	8.87E-01	0.966643269	0.84298126	6529	1
hsa03018	RNA degradation	1/232	79/8465	8.90E-01	0.966643269	0.84298126	11044	1
hsa05322	Systemic lupus erythematosus	2/232	137/8465	8.94E-01	0.966643269	0.84298126	720/718	2
hsa04146	Peroxisome	1/232	82/8465	8.99E-01	0.966643269	0.84298126	4843	1
hsa04662	B cell receptor signaling pathway	1/232	84/8465	9.04E-01	0.966643269	0.84298126	4773	1
hsa01232	Nucleotide metabolism	1/232	85/8465	9.07E-01	0.966643269	0.84298126	4907	1
hsa04742	Taste transduction	1/232	86/8465	9.09E-01	0.966643269	0.84298126	6335	1
hsa04060	Cytokine-cytokine receptor interaction	5/232	297/8465	9.15E-01	0.966643269	0.84298126	6372/2920/3576/2690/3606	5
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/232	89/8465	9.17E-01	0.966643269	0.84298126	4773	1
hsa04723	Retrograde endocannabinoid signaling	2/232	148/8465	9.17E-01	0.966643269	0.84298126	107/115	2
hsa04514	Cell adhesion molecules	2/232	157/8465	9.33E-01	0.971380957	0.847112859	4359/3383	2
hsa03015	mRNA surveillance pathway	1/232	97/8465	9.34E-01	0.971380957	0.847112859	7919	1
hsa04070	Phosphatidylinositol signaling system	1/232	97/8465	9.34E-01	0.971380957	0.847112859	8527	1
hsa04620	Toll-like receptor signaling pathway	1/232	104/8465	9.45E-01	0.971380957	0.847112859	3576	1
hsa04625	C-type lectin receptor signaling pathway	1/232	104/8465	9.45E-01	0.971380957	0.847112859	4773	1
hsa04660	T cell receptor signaling pathway	1/232	104/8465	9.45E-01	0.971380957	0.847112859	4773	1
hsa03010	Ribosome	2/232	167/8465	9.47E-01	0.971380957	0.847112859	51121/7311	2
hsa04071	Sphingolipid signaling pathway	1/232	121/8465	9.66E-01	0.987702208	0.861346144	1901	1
hsa04613	Neutrophil extracellular trap formation	2/232	191/8465	9.70E-01	0.987702208	0.861346144	7417/718	2
hsa00190	Oxidative phosphorylation	1/232	134/8465	9.77E-01	0.988094346	0.861688116	1351	1
hsa05415	Diabetic cardiomyopathy	2/232	203/8465	9.77E-01	0.988094346	0.861688116	1351/7417	2
hsa05170	Human immunodeficiency virus 1 infection	2/232	212/8465	9.82E-01	0.98895145	0.862435571	2185/4773	2
hsa05034	Alcoholism	1/232	188/8465	9.95E-01	0.997778836	0.870133676	2354	1
hsa03040	Spliceosome	1/232	217/8465	9.98E-01	0.997778836	0.870133676	7919	1
