source	target	interaction	genes	size	similarity
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	Cap_dependent_Translation_Initiation	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Rpl12	85	0.564496414602347
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	Eukaryotic_Translation_Initiation	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Rpl12	85	0.564496414602347
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	Formation_of_a_pool_of_free_40S_subunits	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Rpl12	85	0.648684210526316
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Rpl12	85	0.594325668952535
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	L13a_mediated_translational_silencing_of_Ceruloplasmin_expression	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Rpl12	85	0.598863636363636
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	Metabolism_of_RNA	overlap	Las1l,Rpl3l,Heatr1,Emg1,C1d,Bysl,Rpl35a,Rpp30,Ncl,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Fbl,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Exosc10,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Bop1,Rps5,Rplp2,Wdr36,Nol9,Isg20l2,Wdr75,Rrp36,Tex10,Ddx49,Wdr18,Utp18,Tsr1,Utp14a,Nop58,Utp14b,Pdcd11,Ltv1,Dhx37,Dcaf13,Bms1,Wdr43,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Eri1,Exosc3,Mphosph10,Krr1,Wdr3,Noc4l,Nol11,Rpl24,Utp25,Exosc6,Pwp2,Nob1,Tbl3,Utp15,Gnl3,Ddx52,Rpp21,Rpp40,Utp4,Nop14,Nol6,Exosc2,Utp6,Imp4,Rpp25,Rrp9,Exosc4,Imp3,Riok1,Pno1,Rpl39l,Rps21,Riok2,Rpl14,Exosc5,Dis3,Fcf1,Ddx47,Nip7,Rpl11,Bud23,Utp11,Rpl15,Mtrex,Rps19,Exosc7,Snu13,Loc100862468,Rrp7a,Mphosph6,Rpl34,Rpl34-Ps1,Gm4705,Nop56,Exosc8,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Ebna1bp2,Exosc1,Pelp1,Ftsj3,Xrn2,Csnk1d,Senp3,Pes1,Exosc9,Utp3,Ddx21,Wdr12,Rpl38,Rcl1,Csnk1e,Wdr46,Rpl12,Riok3	175	0.673956262425447
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	Nonsense_Mediated_Decay_NMD	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Rpl12	85	0.585465800601595
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	Nonsense_Mediated_Decay_NMD_enhanced_by_the_Exon_Junction_Complex_EJC	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Rpl12	85	0.585465800601595
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	Nonsense_Mediated_Decay_NMD_independent_of_the_Exon_Junction_Complex_EJC	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Rpl12	85	0.689229684470298
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	SRP_dependent_cotranslational_protein_targeting_to_membrane	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Rpl12	85	0.701839596867221
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	rRNA_processing	overlap	Las1l,Rpl3l,Heatr1,Emg1,C1d,Bysl,Rpl35a,Rpp30,Ncl,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Fbl,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Exosc10,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Bop1,Rps5,Rplp2,Wdr36,Nol9,Isg20l2,Wdr75,Rrp36,Tex10,Ddx49,Wdr18,Utp18,Tsr1,Utp14a,Nop58,Utp14b,Pdcd11,Ltv1,Dhx37,Dcaf13,Bms1,Wdr43,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Eri1,Exosc3,Mphosph10,Krr1,Wdr3,Noc4l,Nol11,Rpl24,Utp25,Exosc6,Pwp2,Nob1,Tbl3,Utp15,Gnl3,Ddx52,Rpp21,Rpp40,Utp4,Nop14,Nol6,Exosc2,Utp6,Imp4,Rpp25,Rrp9,Exosc4,Imp3,Riok1,Pno1,Rpl39l,Rps21,Riok2,Rpl14,Exosc5,Dis3,Fcf1,Ddx47,Nip7,Rpl11,Bud23,Utp11,Rpl15,Mtrex,Rps19,Exosc7,Snu13,Loc100862468,Rrp7a,Mphosph6,Rpl34,Rpl34-Ps1,Gm4705,Nop56,Exosc8,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Ebna1bp2,Exosc1,Pelp1,Ftsj3,Xrn2,Csnk1d,Senp3,Pes1,Exosc9,Utp3,Ddx21,Wdr12,Rpl38,Rcl1,Csnk1e,Wdr46,Rpl12,Riok3	175	1
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	rRNA_processing_in_the_nucleus_and_cytosol	overlap	Las1l,Rpl3l,Heatr1,Emg1,C1d,Bysl,Rpl35a,Rpp30,Ncl,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Fbl,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Exosc10,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Bop1,Rps5,Rplp2,Wdr36,Nol9,Isg20l2,Wdr75,Rrp36,Tex10,Ddx49,Wdr18,Utp18,Tsr1,Utp14a,Nop58,Utp14b,Pdcd11,Ltv1,Dhx37,Dcaf13,Bms1,Wdr43,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Eri1,Exosc3,Mphosph10,Krr1,Wdr3,Noc4l,Nol11,Rpl24,Utp25,Exosc6,Pwp2,Nob1,Tbl3,Utp15,Gnl3,Ddx52,Rpp21,Rpp40,Utp4,Nop14,Nol6,Exosc2,Utp6,Imp4,Rpp25,Rrp9,Exosc4,Imp3,Riok1,Pno1,Rpl39l,Rps21,Riok2,Rpl14,Exosc5,Dis3,Fcf1,Ddx47,Nip7,Rpl11,Bud23,Utp11,Rpl15,Mtrex,Rps19,Exosc7,Snu13,Loc100862468,Rrp7a,Mphosph6,Rpl34,Rpl34-Ps1,Gm4705,Nop56,Exosc8,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Ebna1bp2,Exosc1,Pelp1,Ftsj3,Xrn2,Csnk1d,Senp3,Pes1,Exosc9,Utp3,Ddx21,Wdr12,Rpl38,Rcl1,Csnk1e,Wdr46,Rpl12,Riok3	175	1
Metabolism_of_RNA	Formation_of_a_pool_of_free_40S_subunits	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38	85	0.507046332046332
Metabolism_of_RNA	L13a_mediated_translational_silencing_of_Ceruloplasmin_expression	overlap	Rpl3l,Rpl35a,Eif4a2,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Pabpc1,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Eif4a1,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Eif4e,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Eif4b,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38	91	0.500801114594218
Metabolism_of_RNA	Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	overlap	Las1l,Rpl3l,Heatr1,Emg1,C1d,Bysl,Rpl35a,Rpp30,Ncl,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Fbl,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Exosc10,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Bop1,Rps5,Rplp2,Wdr36,Nol9,Isg20l2,Wdr75,Rrp36,Tex10,Ddx49,Wdr18,Utp18,Tsr1,Utp14a,Nop58,Utp14b,Pdcd11,Ltv1,Dhx37,Dcaf13,Bms1,Wdr43,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Eri1,Exosc3,Mphosph10,Krr1,Wdr3,Noc4l,Nol11,Rpl24,Utp25,Exosc6,Pwp2,Nob1,Tbl3,Utp15,Gnl3,Ddx52,Rpp21,Rpp40,Utp4,Nop14,Nol6,Exosc2,Utp6,Imp4,Rpp25,Rrp9,Exosc4,Imp3,Riok1,Pno1,Rpl39l,Rps21,Riok2,Rpl14,Exosc5,Dis3,Fcf1,Ddx47,Nip7,Rpl11,Bud23,Utp11,Rpl15,Mtrex,Rps19,Exosc7,Snu13,Loc100862468,Rrp7a,Mphosph6,Rpl34,Rpl34-Ps1,Gm4705,Nop56,Exosc8,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Ebna1bp2,Exosc1,Pelp1,Ftsj3,Xrn2,Csnk1d,Senp3,Pes1,Exosc9,Utp3,Ddx21,Wdr12,Rpl38,Rcl1,Csnk1e,Wdr46,Riok3	175	0.673956262425447
Metabolism_of_RNA	Nonsense_Mediated_Decay_NMD	overlap	Upf2,Gm8994,Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Pabpc1,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Magoh,Rpl27,Loc108167922,Smg6,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Ppp2ca,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Gspt2,Upf3a,Upf3b,Ncbp1,Smg7,Eif4g1,Ppp2r2a,Smg5,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Ppp2r1a,Smg1,Rpl24,Etf1,Casc3,Gspt1,Smg8,Eif4a3,Dcp1a,Rnps1,Ncbp2,Rpl39l,Rps21,Rpl14,Pnrc2,Rbm8a,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Smg9,Upf1,Rpl38	113	0.612326043737575
Metabolism_of_RNA	Nonsense_Mediated_Decay_NMD_enhanced_by_the_Exon_Junction_Complex_EJC	overlap	Upf2,Gm8994,Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Pabpc1,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Magoh,Rpl27,Loc108167922,Smg6,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Ppp2ca,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Gspt2,Upf3a,Upf3b,Ncbp1,Smg7,Eif4g1,Ppp2r2a,Smg5,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Ppp2r1a,Smg1,Rpl24,Etf1,Casc3,Gspt1,Smg8,Eif4a3,Dcp1a,Rnps1,Ncbp2,Rpl39l,Rps21,Rpl14,Pnrc2,Rbm8a,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Smg9,Upf1,Rpl38	113	0.612326043737575
Metabolism_of_RNA	Nonsense_Mediated_Decay_NMD_independent_of_the_Exon_Junction_Complex_EJC	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Pabpc1,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Gspt2,Ncbp1,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Etf1,Gspt1,Ncbp2,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Upf1,Rpl38	93	0.592445328031809
