geneID	GeneSymbol	control	TEADap	TEADsf	CLUSTER	MEM.SHIP
ENSG00000110693	SOX6	1.14578651551579	-0.696909166602864	-0.448877348912922	1	0.835787647480014
ENSG00000137491	SLCO2B1	0.91230018502283	-1.06916010817632	0.156859923153487	1	0.755237320108195
ENSG00000118058	KMT2A	1.06137518605253	-0.924530246663438	-0.136844939389089	1	0.872556245796823
ENSG00000197136	PCNX3	1.05968562017439	-0.927083026828541	-0.132602593345851	1	0.870210633090918
ENSG00000168056	LTBP3	1.11281007690046	-0.823313823546542	-0.289496253353921	1	0.931500225615765
ENSG00000085741	WNT11	-1.09310413235374	0.224306015970852	0.868798116382889	2	0.675011442740431
ENSG00000026508	CD44	-1.09276137643082	0.869497432807454	0.223263943623369	2	0.890431424853564
ENSG00000137474	MYO7A	1.00746450032103	-0.992364484509288	-0.0151000158117405	1	0.815083648973318
ENSG00000170145	SIK2	1.07814138118019	-0.897132656791686	-0.181008724388508	1	0.898914534100039
ENSG00000162105	SHANK2	1.12132118857105	-0.799363535294225	-0.321957653276828	1	0.909975555563837
ENSG00000110092	CCND1	1.15027758492975	-0.662580820152527	-0.487696764777228	1	0.817339006370364
ENSG00000162194	LBHD1	1.03613221218323	-0.959453157507059	-0.076679054676166	1	0.841875798069843
ENSG00000162298	SYVN1	0.770637665558703	-1.1300256148867	0.359387949327992	1	0.700120928505712
ENSG00000149212	SESN3	1.14923725831378	-0.477457458530075	-0.671779799783703	1	0.743935268024776
ENSG00000167244	IGF2	1.11685204249855	-0.812357382792324	-0.30449465970623	1	0.921872475066468
ENSG00000110723	EXPH5	1.1542045811445	-0.606408239606227	-0.547796341538275	1	0.791282472889253
ENSG00000289268		0.996023461602355	-1.00392965690505	0.00790619530269833	1	0.805979191759557
ENSG00000174804	FZD4	1.08994859122076	-0.875139483617697	-0.214809107603066	1	0.921161200810963
ENSG00000067082	KLF6	1.14498156415549	-0.701962451982905	-0.443019112172589	1	0.838706739187352
ENSG00000148426	PROSER2	1.14364479441849	-0.70987107757097	-0.433773716847522	1	0.843393912035488
ENSG00000165655	ZNF503	1.03343537297574	-0.96282137108582	-0.0706140018899222	1	0.839056415599247
ENSG00000152804	HHEX	1.13183475957916	-0.76393898910607	-0.367895770473088	1	0.880167129139274
ENSG00000122870	BICC1	0.37107387533071	0.761420365641023	-1.13249424097173	2	0.503569316701749
ENSG00000165507	DEPP1	0.901935460754465	0.173439443248459	-1.07537490400292	1	0.599777201633846
ENSG00000072422	RHOBTB1	-0.991032851138918	1.00873218523843	-0.017699334099513	2	0.82132705049862
ENSG00000148841	ITPRIP	1.01053982986358	-0.989115901992207	-0.0214239278713682	1	0.817664103203805
ENSG00000148677	ANKRD1	0.9824531723509	0.0342154402206503	-1.01666861257155	1	0.624716819805115
ENSG00000148840	PPRC1	1.13313170811616	-0.758944124780953	-0.374187583335202	1	0.876363406593063
ENSG00000168209	DDIT4	-1.09187736907999	0.871289046716259	0.220588322363726	2	0.890685373524491
ENSG00000138131	LOXL4	1.06227667288047	-0.139122772092967	-0.923153900787499	1	0.658551495440169
ENSG00000150347	ARID5B	1.05243229967953	-0.114767865187328	-0.937664434492206	1	0.653541832896597
ENSG00000119922	IFIT2	1.07991550952275	-0.185928279690216	-0.893987229832536	1	0.668475253363342
ENSG00000165828	PRAP1	-1.1328973129652	0.373037801804844	0.759859511160351	2	0.707976893164005
ENSG00000173267	SNCG	-0.996177675314011	1.00377898923649	-0.00760131392247719	2	0.82503730035296
ENSG00000119927	GPAM	0.809877764131557	-1.1177316327121	0.307853868580546	1	0.713145818837793
ENSG00000180525	DIP2C-AS1	1.14547911448049	-0.698867265206215	-0.446611849274272	1	0.836911962510491
ENSG00000096717	SIRT1	1.12535188784626	-0.786701269256322	-0.338650618589939	1	0.898755501043866
ENSG00000171988	JMJD1C	1.10830898156567	-0.273550853893262	-0.834758127672406	1	0.688301398151595
ENSG00000107796	ACTA2	-1.00102520444752	0.998971632682233	0.00205357176528727	2	0.828623281428623
ENSG00000026025	VIM	-1.12582137952843	0.785159797855851	0.340661581672578	2	0.854095576969274
ENSG00000170525	PFKFB3	0.988135375097884	-1.01145667115811	0.023321296060222	1	0.800109273844191
ENSG00000095539	SEMA4G	0.740760356238222	-1.13748875646338	0.396728400225158	1	0.690992598258271
ENSG00000165637	VDAC2	-1.11527905884999	0.816704126906041	0.298574931943944	2	0.870503361198723
ENSG00000134294	SLC38A2	1.15016718478762	-0.486559102684556	-0.663608082103068	1	0.746867444235712
ENSG00000167566	NCKAP5L	1.15364848758012	-0.534146669725031	-0.61950181785509	1	0.763088025306362
ENSG00000139318	DUSP6	1.15243417238045	-0.638839835629571	-0.513594336750877	1	0.80578316543221
ENSG00000111252	SH2B3	0.833642664125646	-1.10876058619726	0.275117922071613	1	0.72172107627617
ENSG00000171435	KSR2	1.14360579830333	-0.433512141813154	-0.710093656490172	1	0.730437555350166
ENSG00000074527	NTN4	-1.13209278014633	0.762958687442872	0.369134092703457	2	0.842614574236221
ENSG00000175727	MLXIP	1.13301938907027	-0.759383482264622	-0.373635906805651	1	0.876694206495278
ENSG00000123384	LRP1	1.03830673327425	-0.956691188691425	-0.0816155445828215	1	0.844203549141672
ENSG00000084112	SSH1	0.98220602580128	-1.01689146100476	0.0346854352034827	1	0.79589095635192
ENSG00000135111	TBX3	1.01573418976043	-0.0322485062886817	-0.983485683471743	1	0.637233380703895
ENSG00000111696	NT5DC3	1.09106381085083	-0.872922834573955	-0.218140976276878	1	0.923353310239829
ENSG00000166987	MBD6	0.98644078026619	-1.01302895130814	0.0265881710419523	1	0.798887430954439
ENSG00000139194	RBP5	-1.07021464287083	0.910580973824828	0.159633669046002	2	0.885338186132747
ENSG00000123358	NR4A1	1.14540327556156	-0.699344846243133	-0.446058429318426	1	0.837187480031906
ENSG00000112787	FBRSL1	1.10734113133618	-0.83712552529718	-0.270215606039003	1	0.94034454655173
ENSG00000089127	OAS1	-1.08813237861686	0.878694258893464	0.209438119723399	2	0.891291535967119
ENSG00000111335	OAS2	-0.80889858714243	1.11807546096507	-0.309176873822636	2	0.731084878010157
ENSG00000167552	TUBA1A	-0.869575029232692	1.09272326482393	-0.223148235591242	2	0.754832159536934
ENSG00000173064	HECTD4	1.01168623711268	-0.987888985904653	-0.0237972512080293	1	0.818641679148321
ENSG00000090975	PITPNM2	1.06474411797404	-0.919334553848939	-0.145409564125103	1	0.877387169294038
ENSG00000069431	ABCC9	1.15251287570898	-0.637783289665474	-0.514729586043501	1	0.805288674968733
ENSG00000139718	SETD1B	1.14075315317664	-0.725333611401724	-0.415419541774917	1	0.853011368109776
ENSG00000076555	ACACB	1.07340956213089	-0.905274901862675	-0.168134660268211	1	0.890855407756632
ENSG00000196498	NCOR2	1.06725295185188	-0.915370307012431	-0.151882644839445	1	0.881125665896557
ENSG00000135114	OASL	-0.89765110519353	1.07784611665539	-0.180195011461857	2	0.767455112798971
ENSG00000177084	POLE	1.03229140709059	-0.964231452186337	-0.068059954904248	1	0.837882169268166
ENSG00000183495	EP400	1.05615992151575	-0.932301020498561	-0.12385890101719	1	0.865471454627858
ENSG00000111181	SLC6A12	-1.02436756796594	0.0506609630145282	0.973706604951407	2	0.64178835115917
ENSG00000139289	PHLDA1	1.15459343579907	-0.590916501571808	-0.563676934227259	1	0.784804444142308
ENSG00000136158	SPRY2	1.03078319513192	-0.966073861999816	-0.0647093331320991	1	0.836353122073926
ENSG00000102554	KLF5	1.11998218071791	-0.80336310221686	-0.316619078501052	1	0.913620668949855
ENSG00000184226	PCDH9	1.14583242084868	-0.44921880746438	-0.6966136133843	1	0.735143026056901
ENSG00000185950	IRS2	1.14710726915237	-0.688046799408604	-0.459060469743767	1	0.830802683347963
ENSG00000273149		-1.14051249017245	0.41397622454467	0.726536265627785	2	0.718116985431485
ENSG00000129474	AJUBA	1.13672199263885	-0.392584622513479	-0.744137370125372	1	0.718727794016818
ENSG00000188488	SERPINA5	0.818649383257216	-1.11456216260518	0.295912779347967	1	0.716244430991363
ENSG00000258441	LINC00641	1.15122060578672	-0.653188248271221	-0.498032357515495	1	0.812661796446251
ENSG00000100580	TMED8	0.867992127254346	-1.09349758012911	0.225505452874765	1	0.735246577169814
ENSG00000176153	GPX2	-1.00900531571589	0.990744577732	0.0182607379838914	2	0.834721833683613
ENSG00000156030	MIDEAS	1.15436428237734	-0.601313607753748	-0.553050674623595	1	0.789122519309553
ENSG00000185650	ZFP36L1	1.09571461736989	-0.863384023816111	-0.23233059355378	1	0.932193635816669
ENSG00000104081	BMF	0.588709019770653	0.565916533176399	-1.15462555294705	1	0.532635045320457
ENSG00000137801	THBS1	1.09477092156971	-0.229411449324707	-0.865359472245002	1	0.678090045015215
ENSG00000074410	CA12	-1.1335369891182	0.376189322754733	0.757347666363465	2	0.708738258094999
ENSG00000140450	ARRDC4	1.1273862905124	-0.77991089192265	-0.347475398589751	1	0.892989902858055
ENSG00000166716	ZNF592	0.948550486577461	-1.04452867888579	0.0959781923083269	1	0.774532940776333
ENSG00000137825	ITPKA	-1.08816567875987	0.209535994114861	0.878629684645004	2	0.672002459711064
ENSG00000172183	ISG20	-1.09987974149788	0.854404015898939	0.245475725598939	2	0.886829094549982
ENSG00000259417	CTXND1	0.855540196083635	-1.09936389615484	0.24382370007121	1	0.730172172659836
ENSG00000181827	RFX7	1.14127841577511	-0.722667768574005	-0.418610647201103	1	0.851307874001826
ENSG00000128731	HERC2	1.07823019469883	-0.896976432826996	-0.18125376187183	1	0.899070849528849
ENSG00000162104	ADCY9	0.966240058094304	-1.0306463869519	0.0644063288575945	1	0.785258902867904
ENSG00000005339	CREBBP	1.08906864416816	-0.87687017061279	-0.212198473555366	1	0.919430556792388
ENSG00000090905	TNRC6A	1.12435953587217	-0.789911464390466	-0.334448071481703	1	0.901545345252814
ENSG00000140948	ZCCHC14	0.746479538527608	-1.13617896993428	0.389699431406674	1	0.692693195290469
ENSG00000103335	PIEZO1	1.05580486900848	-0.93281854795675	-0.122986321051733	1	0.865005368873129
ENSG00000140836	ZFHX3	1.06068588626258	-0.925575897238773	-0.135109989023805	1	0.871593260935656
ENSG00000131652	THOC6	1.1545811525912	-0.591670129865913	-0.562911022725286	1	0.785113495927795
ENSG00000125148	MT2A	-0.810006489381128	1.11768628459705	-0.307679795215919	2	0.731482952217809
ENSG00000103064	SLC7A6	1.154230710982	-0.605639018816314	-0.548591692165682	1	0.79095443561838
ENSG00000196557	CACNA1H	1.14747663314658	-0.685421047050911	-0.462055586095672	1	0.829357198667945
ENSG00000099381	SETD1A	1.1279003772391	-0.778147654215962	-0.349752723023135	1	0.891523524397811
ENSG00000138834	MAPK8IP3	1.1382458469536	-0.737340918708164	-0.400904928245439	1	0.860937962317469
ENSG00000103449	SALL1	1.11053526534508	-0.829190191653547	-0.28134507369153	1	0.935978347814495
ENSG00000167191	GPRC5B	1.12027535926953	-0.802495554605129	-0.317779804664396	1	0.912827182202803
ENSG00000213398	LCAT	1.05183516190387	-0.938509502997185	-0.113325658906687	1	0.859925383049221
ENSG00000179588	ZFPM1	1.10152567696608	-0.850730982188848	-0.250794694777235	1	0.940399211140465
ENSG00000181019	NQO1	-0.998898227380807	1.0010981428947	-0.00219991551389074	2	0.827038935231513
ENSG00000038532	CLEC16A	1.1134379265568	-0.821656668746444	-0.291781257810356	1	0.930119769447692
ENSG00000008710	PKD1	0.853742062488524	-1.10017881231721	0.246436749828689	1	0.729456273912688
ENSG00000167964	RAB26	0.96669286113274	-1.03027301080932	0.0635801496765784	1	0.785547101655234
ENSG00000167978	SRRM2	1.11693480185614	-0.812125608565702	-0.30480919329044	1	0.921660799606228
ENSG00000141258	SGSM2	1.01630914308331	-0.982851100140665	-0.0334580429426439	1	0.82267421188916
ENSG00000074755	ZZEF1	1.07070274650248	-0.909779899774044	-0.160922846728432	1	0.886476477739564
ENSG00000278540	ACACA	1.05818475147438	-0.929322027075422	-0.128862724398964	1	0.868168110355111
ENSG00000131482	G6PC1	1.06643951199726	-0.916664765665317	-0.149774746331942	1	0.879899855140162
ENSG00000141568	FOXK2	1.08827248226155	-0.87842242580524	-0.209850056456311	1	0.917867783749105
ENSG00000125398	SOX9	1.12965921052021	-0.771958915269923	-0.357700295250287	1	0.88647734800695
ENSG00000068079	IFI35	-1.10288393796693	0.847643360828469	0.255240577138461	2	0.884500702983597
ENSG00000170310	STX8	-1.09798565192378	0.858541903051663	0.239443748872119	2	0.888055597203708
ENSG00000264112		1.13111891110504	-0.766625381819023	-0.364493529286021	1	0.882252543916468
ENSG00000181222	POLR2A	1.06468456582132	-0.919427650079708	-0.145256915741615	1	0.87729992626508
ENSG00000183018	SPNS2	1.06766147327686	-0.15294461998383	-0.914716853293027	1	0.661439809382753
ENSG00000142484	TM4SF5	-1.10050028307049	0.853027857395122	0.247472425675371	2	0.88638612447631
ENSG00000171431	KRT20	-1.11754233521522	0.307127874926718	0.810414460288504	2	0.692705363225317
ENSG00000178607	ERN1	1.07555278350052	-0.901630287466955	-0.173922496033563	1	0.894440681927777
ENSG00000215644	GCGR	1.14517267797227	-0.700784050429672	-0.4443886275426	1	0.838020867718566
ENSG00000141552	ANAPC11	-1.1084985324736	0.834290785708306	0.274207746765292	2	0.878973756347587
ENSG00000120071	KANSL1	1.13717604516181	-0.742147757924721	-0.395028287237085	1	0.864234467987799
ENSG00000132510	KDM6B	1.14594732176776	-0.695870169377726	-0.450077152390031	1	0.835194507067869
ENSG00000169710	FASN	1.01485992280892	-0.984446211449682	-0.0304137113592375	1	0.821394097759013
ENSG00000072310	SREBF1	0.901301779083174	-1.07574394442712	0.174442165343947	1	0.749956958108459
ENSG00000154258	ABCA9	1.11384105868684	-0.820584277301944	-0.293256781384896	1	0.929206597789901
ENSG00000171345	KRT19	-0.568957039347841	1.1546600613837	-0.585703022035856	2	0.663468216242927
ENSG00000055483	USP36	1.1484155888141	-0.678401011684207	-0.470014577129898	1	0.825559921930268
ENSG00000078687	TNRC6C	1.06812963350782	-0.913965217539219	-0.1541644159686	1	0.882461834578132
ENSG00000007171	NOS2	-1.11050448372764	0.281236104171872	0.829268379555765	2	0.687012393887048
ENSG00000132359	RAP1GAP2	-1.12956692136659	0.772289912669243	0.357277008697351	2	0.847398981556021
ENSG00000277363	SRCIN1	1.00627147924296	-0.993608249092335	-0.0126632301506256	1	0.81409860359258
ENSG00000173821	RNF213	1.06092268368635	-0.925217335375648	-0.135705348310706	1	0.871923131604109
ENSG00000188825	LINC00910	1.15370336547266	-0.618401753407698	-0.53530161206496	1	0.796488319332889
ENSG00000161960	EIF4A1	1.13253369769142	-0.761268304468591	-0.371265393222833	1	0.878121547930636
ENSG00000176641	RNF152	1.13604960255186	-0.747031715685199	-0.389017886866656	1	0.867660743557799
ENSG00000141428	C18orf21	-0.845903188004334	1.1036393692656	-0.257736181261265	2	0.745058848558861
ENSG00000154080	CHST9	1.15469682623773	-0.574812746070197	-0.579884080167535	1	0.778340400882323
ENSG00000177426	TGIF1	1.10642641536793	-0.267091833906948	-0.839334581460986	1	0.686776083925648
ENSG00000141448	GATA6	1.14825263110288	-0.468594702401666	-0.679657928701209	1	0.741127437365361
ENSG00000171451	DSEL	1.15105656974254	-0.496145793480464	-0.654910776262071	1	0.750011476922652
ENSG00000154864	PIEZO2	1.12525038032968	-0.787032601307895	-0.338217779021788	1	0.899041580955875
ENSG00000141664	ZCCHC2	1.14424516976635	-0.706388156046385	-0.437857013719965	1	0.841311388448939
ENSG00000078804	TP53INP2	1.12386369658207	-0.791491848353458	-0.332371848228614	1	0.902933298630375
ENSG00000089057	SLC23A2	1.09280720132269	-0.869404089133032	-0.223403112189662	1	0.926752357792306
ENSG00000158445	KCNB1	1.07705236258173	-0.899037840177009	-0.178014522404717	1	0.897013059197154
ENSG00000101194	SLC17A9	1.05165881214907	-0.938758343207678	-0.112900468941392	1	0.859705109785272
ENSG00000101096	NFATC2	1.08932723165565	-0.876363234127385	-0.212963997528269	1	0.919938921891693
ENSG00000130702	LAMA5	1.11891243674783	-0.80649107253072	-0.312421364217111	1	0.916490212083952
ENSG00000124120	TTPAL	1.14323471694455	-0.712190423031366	-0.431044293913186	1	0.844797158963992
ENSG00000101204	CHRNA4	1.09671981044705	-0.861256442484223	-0.235463367962831	1	0.933947835072931
ENSG00000124177	CHD6	1.11994778593281	-0.803464585988009	-0.316483199944806	1	0.913713573127754
ENSG00000124107	SLPI	-1.11776820380576	0.809773882325756	0.307994321480001	2	0.866962366935165
ENSG00000088367	EPB41L1	1.15342837783069	-0.62364214338976	-0.529786234440926	1	0.798818778454532
ENSG00000124171	PARD6B	1.11351141318964	-0.292049738542898	-0.821461674646744	1	0.692733209410627
ENSG00000171940	ZNF217	0.984112506365858	0.0310517004086144	-1.01516420677447	1	0.625302049942782
ENSG00000174306	ZHX3	0.93940131480845	-1.0512020566305	0.111800741822052	1	0.769354028714353
ENSG00000064787	BCAS1	-1.14635251642051	0.693205134203822	0.453147382216685	2	0.809676045882637
ENSG00000171456	ASXL1	1.09524013445992	-0.8643798909153	-0.230860243544617	1	0.931337276290107
ENSG00000196756	SNHG17	1.15133398869852	-0.499361458176148	-0.651972530522372	1	0.75107929133394
ENSG00000196700	ZNF512B	0.996913577167757	-1.00305810620398	0.0061445290362193	1	0.806661372692545
ENSG00000125848	FLRT3	1.1473264889227	-0.460829535569775	-0.686496953352927	1	0.738704319703535
ENSG00000161031	PGLYRP2	0.980381623988777	-1.01852678796881	0.0381451639800334	1	0.794624221318617
ENSG00000171954	CYP4F22	0.935086029058339	-1.05423764437926	0.119151615320918	1	0.766989267374005
ENSG00000105738	SIPA1L3	1.14962958228108	-0.668430322214049	-0.48119926006703	1	0.820326652125964
ENSG00000130164	LDLR	1.12221331953988	-0.796644234448513	-0.325569085091366	1	0.907520317553817
ENSG00000080573	COL5A3	1.10713252026788	-0.837631722525916	-0.269500797741966	1	0.940531464435893
ENSG00000090339	ICAM1	1.15299609868419	-0.630811927074034	-0.522184171610155	1	0.802065183263355
ENSG00000105722	ERF	1.03519401379079	-0.960632011560704	-0.0745620022300812	1	0.840886664604393
ENSG00000185361	TNFAIP8L1	1.06209436930343	-0.923433044514761	-0.138661324788669	1	0.873570008989477
ENSG00000105429	MEGF8	0.908148558809759	-1.07169037889454	0.163541820084777	1	0.753216531613157
ENSG00000221983	UBA52	-1.10187932133092	0.849932086852955	0.251947234477965	2	0.885330472887634
ENSG00000079432	CIC	1.04030172346627	-0.954120034733738	-0.0861816887325355	1	0.846383846369367
ENSG00000167615	LENG8	1.11907615105396	-0.806016119390316	-0.31306003166364	1	0.916053888944953
ENSG00000272333	KMT2B	1.09127105245765	-0.872508005264571	-0.218763047193083	1	0.92375977694907
ENSG00000104885	DOT1L	1.09418619935963	-0.8665730221291	-0.227613177230526	1	0.929384428434704
ENSG00000130173	ANGPTL8	0.210427241801637	-1.08846856339072	0.878041321589082	1	0.581178570699697
ENSG00000130724	CHMP2A	-1.09164655194203	0.871754026629506	0.219892525312523	2	0.89074464029695
ENSG00000125730	C3	1.11637670860035	-0.813682548697974	-0.302694159902381	1	0.923079561204602
ENSG00000259108	LINC01595	1.06518787047295	-0.918639399460548	-0.146548471012398	1	0.878039413943317
ENSG00000083807	SLC27A5	0.45013069557808	-1.14595446580152	0.695823770223436	1	0.623030390311585
ENSG00000099308	MAST3	0.954138804993088	-1.04028726052732	0.0861484555342272	1	0.777814333305445
ENSG00000167460	TPM4	-0.960140745072755	1.03558572987436	-0.0754449848016075	2	0.800947179992695
ENSG00000125740	FOSB	1.00939262257493	-0.990334963083712	-0.0190576594912192	1	0.816694438332289
ENSG00000128342	LIF	1.04804751619617	-0.10426513359315	-0.943782382603022	1	0.651411265547964
ENSG00000100344	PNPLA3	1.10959678234043	-0.831558640239366	-0.278038142101067	1	0.937529343396866
ENSG00000228923		1.03164747920646	-0.965020365798501	-0.0666271134079624	1	0.837226720428419
ENSG00000075275	CELSR1	0.962490137556528	-1.03370280592185	0.0712126683653225	1	0.782899753946729
ENSG00000100197	CYP2D6	0.759746908275162	-1.13292622554524	0.373179317270074	1	0.69672181893821
ENSG00000099954	CECR2	1.11681774084306	-0.812453355312756	-0.304364385530307	1	0.921960081713343
ENSG00000100425	BRD1	1.04248605330885	-0.951262934905657	-0.0912231184031976	1	0.848822317549669
ENSG00000128284	APOL3	0.868280472234953	-1.09335701848242	0.225076546247464	1	0.735366591113989
ENSG00000185022	MAFF	1.15469014186008	-0.573101579636401	-0.581588562223679	1	0.777668700370472
ENSG00000205702	CYP2D7	0.54190957488718	-1.15398961658919	0.612080041702009	1	0.641591195934703
ENSG00000100393	EP300	1.10840610584763	-0.83451881842723	-0.273887287420402	1	0.93918945334809
ENSG00000142207	URB1	1.08695152193398	-0.880969896803533	-0.205981625130446	1	0.915288141543627
ENSG00000156304	SCAF4	1.1105207110838	-0.829227165010572	-0.281293546073232	1	0.936003883213954
ENSG00000173638	SLC19A1	0.517599225909026	-1.15270580546231	0.635106579553282	1	0.6364849149337
ENSG00000182871	COL18A1	1.04836744852201	-0.943342727098336	-0.105024721423676	1	0.855673710387217
ENSG00000160233	LRRC3	0.811471045472733	-1.11716792062779	0.305696875155059	1	0.713703139122762
ENSG00000275993		1.07663217638355	-0.176864338186728	-0.899767838196825	1	0.666521002875223
